UMAP_1,UMAP_2,Record_ID,Population_Stratum,Week End,ZIP Code,Latitude,Longitude,Case Rate - Cumulative
6.459472,3.2686653,3500.0,Q2_Medium,2023-06-10,60610,41.90455,-87.63581,29014.1
6.2666554,2.9436738,3501.0,Q2_Medium,2023-07-29,60610,41.90455,-87.63581,29167.8
6.255984,2.9309042,3502.0,Q2_Medium,2023-08-05,60610,41.90455,-87.63581,29206.3
6.266403,2.9424002,3503.0,Q2_Medium,2023-08-12,60610,41.90455,-87.63581,29237.0
6.2600827,2.9364798,3504.0,Q2_Medium,2023-08-19,60610,41.90455,-87.63581,29283.2
6.231519,2.9001482,3505.0,Q2_Medium,2023-08-26,60610,41.90455,-87.63581,29347.2
6.4272394,3.1654143,3506.0,Q2_Medium,2023-09-02,60610,41.90455,-87.63581,29411.3
6.2579594,2.9335418,3507.0,Q2_Medium,2023-09-09,60610,41.90455,-87.63581,29480.5
6.26164,2.9248803,3508.0,Q2_Medium,2023-09-23,60610,41.90455,-87.63581,29639.4
6.277914,2.9379334,3509.0,Q2_Medium,2023-09-30,60610,41.90455,-87.63581,29703.5
6.29145,2.9408789,3510.0,Q2_Medium,2023-10-07,60610,41.90455,-87.63581,29736.8
6.2936125,2.9433699,3511.0,Q2_Medium,2023-10-14,60610,41.90455,-87.63581,29785.5
6.2977877,2.942743,3512.0,Q2_Medium,2023-10-21,60610,41.90455,-87.63581,29836.7
6.29009,2.9397247,3513.0,Q2_Medium,2023-10-28,60610,41.90455,-87.63581,29875.2
10.1534395,4.1067586,3514.0,Q2_Medium,2023-11-04,60610,41.90455,-87.63581,29908.5
10.15497,4.1081157,3515.0,Q2_Medium,2023-11-11,60610,41.90455,-87.63581,29964.9
10.156562,4.110393,3516.0,Q2_Medium,2023-11-18,60610,41.90455,-87.63581,30013.6
10.172127,4.1092887,3517.0,Q2_Medium,2023-12-02,60610,41.90455,-87.63581,30113.5
10.1588955,4.1178074,3518.0,Q4_Very_High,2021-04-03,60639,41.920609,-87.75531,15209.3
10.167093,4.098902,3519.0,Q4_Very_High,2021-04-10,60639,41.920609,-87.75531,15403.7
10.156059,4.137413,3520.0,Q4_Very_High,2021-04-17,60639,41.920609,-87.75531,15593.8
10.13094,4.1541123,3521.0,Q4_Very_High,2021-04-24,60639,41.920609,-87.75531,15756.2
6.414247,3.1182604,3522.0,Q4_Very_High,2021-05-01,60639,41.920609,-87.75531,15875.5
10.175392,4.1610456,3523.0,Q2_Medium,2023-12-09,60610,41.90455,-87.63581,30185.3
10.911662,3.964442,3524.0,Q2_Medium,2023-12-16,60610,41.90455,-87.63581,30285.2
6.4004645,3.099731,3525.0,Q2_Medium,2023-12-23,60610,41.90455,-87.63581,30410.8
11.04861,3.8037057,3526.0,Q2_Medium,2023-12-30,60610,41.90455,-87.63581,30482.6
-9.059412,-1.329721,3527.0,Q3_High,2024-03-09,60637,41.780991,-87.604053,29114.5
-9.063734,-1.3260399,3528.0,Q4_Very_High,2021-05-08,60639,41.920609,-87.75531,15978.2
-9.068551,-1.3209021,3529.0,Q4_Very_High,2021-05-15,60639,41.920609,-87.75531,16031.2
-9.075163,-1.3144788,3530.0,Q4_Very_High,2021-01-16,60639,41.920609,-87.75531,13808.5
-9.082691,-1.3083974,3531.0,Q4_Very_High,2021-05-22,60639,41.920609,-87.75531,16098.6
10.245784,15.778057,3532.0,Q4_Very_High,2021-05-29,60639,41.920609,-87.75531,16147.2
-9.128069,-1.2623662,3533.0,Q4_Very_High,2021-06-05,60639,41.920609,-87.75531,16168.2
-9.079604,-1.3116152,3534.0,Q4_Very_High,2021-06-12,60639,41.920609,-87.75531,16182.6
-9.080079,-1.3116114,3535.0,Q4_Very_High,2021-07-24,60639,41.920609,-87.75531,16268.8
-9.076823,-1.3145707,3536.0,Q4_Very_High,2021-01-23,60639,41.920609,-87.75531,14052.6
11.136603,4.0253506,3537.0,Q4_Very_High,2021-07-31,60639,41.920609,-87.75531,16338.4
10.24424,15.778383,3538.0,Q4_Very_High,2021-08-07,60639,41.920609,-87.75531,16423.4
10.233605,15.78087,3539.0,Q4_Very_High,2021-08-14,60639,41.920609,-87.75531,16532.8
10.238137,15.7789,3540.0,Q4_Very_High,2021-08-21,60639,41.920609,-87.75531,16647.7
10.243328,15.778311,3541.0,Q4_Very_High,2021-08-28,60639,41.920609,-87.75531,16805.7
-9.0498905,-1.3297101,3542.0,Q4_Very_High,2021-09-04,60639,41.920609,-87.75531,16933.8
10.235457,15.778116,3543.0,Q4_Very_High,2021-09-11,60639,41.920609,-87.75531,17035.5
10.211014,15.784737,3544.0,Q4_Very_High,2021-09-18,60639,41.920609,-87.75531,17143.7
10.165039,15.778615,3545.0,Q4_Very_High,2021-10-30,60639,41.920609,-87.75531,17606.6
10.131357,15.774252,3546.0,Q4_Very_High,2021-11-06,60639,41.920609,-87.75531,17728.2
10.115194,15.780974,3547.0,Q4_Very_High,2021-11-13,60639,41.920609,-87.75531,17867.4
10.132727,15.773388,3548.0,Q4_Very_High,2021-11-20,60639,41.920609,-87.75531,18044.1
-9.053158,-1.3316034,3549.0,Q4_Very_High,2021-11-27,60639,41.920609,-87.75531,18166.8
10.107195,15.777515,3550.0,Q4_Very_High,2021-12-04,60639,41.920609,-87.75531,18458.4
10.106892,15.779213,3551.0,Q4_Very_High,2021-12-11,60639,41.920609,-87.75531,18750.1
10.092565,15.781002,3552.0,Q4_Very_High,2021-02-06,60639,41.920609,-87.75531,14443.7
10.053505,15.782404,3553.0,Q4_Very_High,2021-12-18,60639,41.920609,-87.75531,19209.7
10.04142,15.796593,3554.0,Q4_Very_High,2021-12-25,60639,41.920609,-87.75531,20274.6
10.026129,15.802041,3555.0,Q4_Very_High,2021-03-06,60639,41.920609,-87.75531,14772.9
10.018666,15.806911,3556.0,Q4_Very_High,2022-01-08,60639,41.920609,-87.75531,24532.4
9.812934,15.8771715,3557.0,Q4_Very_High,2022-03-12,60639,41.920609,-87.75531,26661.3
9.786288,15.887371,3558.0,Q4_Very_High,2022-03-19,60639,41.920609,-87.75531,26688.9
-9.055005,-1.3329762,3559.0,Q4_Very_High,2022-03-26,60639,41.920609,-87.75531,26709.9
-9.055546,-1.3329039,3560.0,Q4_Very_High,2022-04-02,60639,41.920609,-87.75531,26741.9
-9.030592,-1.359365,3561.0,Q4_Very_High,2022-04-09,60639,41.920609,-87.75531,26790.5
-9.056756,-1.3335406,3562.0,Q4_Very_High,2022-04-16,60639,41.920609,-87.75531,26848.0
-7.5326886,1.3554384,3563.0,Q4_Very_High,2022-04-23,60639,41.920609,-87.75531,26939.7
9.700761,15.903344,3564.0,Q4_Very_High,2022-04-30,60639,41.920609,-87.75531,27029.2
9.597205,15.92801,3565.0,Q4_Very_High,2022-05-07,60639,41.920609,-87.75531,27178.3
9.64128,15.916954,3566.0,Q4_Very_High,2022-05-14,60639,41.920609,-87.75531,27371.7
9.569381,15.939495,3567.0,Q4_Very_High,2022-01-15,60639,41.920609,-87.75531,25555.4
9.433351,15.971894,3568.0,Q4_Very_High,2022-07-02,60639,41.920609,-87.75531,28463.2
9.380128,15.97027,3569.0,Q4_Very_High,2022-07-09,60639,41.920609,-87.75531,28610.1
9.102831,16.087992,3570.0,Q4_Very_High,2022-07-16,60639,41.920609,-87.75531,28783.5
9.108603,16.083801,3571.0,Q4_Very_High,2022-07-23,60639,41.920609,-87.75531,28952.6
9.0790415,16.101599,3572.0,Q4_Very_High,2022-01-22,60639,41.920609,-87.75531,26072.5
9.097444,16.08974,3573.0,Q4_Very_High,2022-07-30,60639,41.920609,-87.75531,29107.2
9.097177,16.089832,3574.0,Q4_Very_High,2022-08-06,60639,41.920609,-87.75531,29273.0
9.137401,16.069752,3575.0,Q4_Very_High,2022-09-10,60639,41.920609,-87.75531,29980.0
9.1970005,16.041553,3576.0,Q4_Very_High,2022-09-17,60639,41.920609,-87.75531,30072.8
9.174663,16.049862,3577.0,Q4_Very_High,2022-09-24,60639,41.920609,-87.75531,30152.3
9.21912,16.024084,3578.0,Q4_Very_High,2022-10-01,60639,41.920609,-87.75531,30230.8
9.163714,16.054243,3579.0,Q4_Very_High,2022-01-29,60639,41.920609,-87.75531,26317.7
9.1272135,16.073986,3580.0,Q4_Very_High,2022-10-08,60639,41.920609,-87.75531,30310.3
9.095572,16.093264,3581.0,Q4_Very_High,2022-10-15,60639,41.920609,-87.75531,30377.7
9.098476,16.08978,3582.0,Q4_Very_High,2022-10-22,60639,41.920609,-87.75531,30455.1
9.091166,16.0926,3583.0,Q4_Very_High,2022-10-29,60639,41.920609,-87.75531,30551.2
9.103666,16.087036,3584.0,Q4_Very_High,2022-11-05,60639,41.920609,-87.75531,30667.2
9.090069,16.092522,3585.0,Q4_Very_High,2022-11-12,60639,41.920609,-87.75531,30778.7
9.09301,16.091364,3586.0,Q4_Very_High,2022-11-19,60639,41.920609,-87.75531,30888.1
19.622463,1.865961,3587.0,Q4_Very_High,2022-12-24,60639,41.920609,-87.75531,31621.7
7.0128717,-11.752525,3588.0,Q4_Very_High,2022-12-31,60639,41.920609,-87.75531,31713.4
19.030558,11.48094,3589.0,Q4_Very_High,2022-02-12,60639,41.920609,-87.75531,26504.4
-7.5324607,1.348883,3590.0,Q4_Very_High,2022-02-19,60639,41.920609,-87.75531,26578.4
5.8577785,-1.9013945,3591.0,Q4_Very_High,2022-02-26,60639,41.920609,-87.75531,26616.0
5.8535943,-1.9019407,3592.0,Q4_Very_High,2022-03-05,60639,41.920609,-87.75531,26638.1
14.181872,16.357706,3593.0,Q2_Medium,2023-06-24,60612,41.88004,-87.687011,31004.6
1.0817626,1.4154944,3594.0,Q4_Very_High,2023-03-11,60639,41.920609,-87.75531,32604.9
-7.5318484,1.3728323,3595.0,Q4_Very_High,2023-03-18,60639,41.920609,-87.75531,32655.7
-7.5335093,1.3395649,3596.0,Q4_Very_High,2023-03-25,60639,41.920609,-87.75531,32719.8
-7.5375447,1.3273641,3597.0,Q4_Very_High,2023-04-01,60639,41.920609,-87.75531,32768.4
-7.531116,1.2740647,3598.0,Q4_Very_High,2023-05-27,60639,41.920609,-87.75531,33030.3
-9.12945,0.5264094,3599.0,Q4_Very_High,2023-06-03,60639,41.920609,-87.75531,33050.1
-9.09678,0.47666097,3600.0,Q4_Very_High,2023-08-12,60639,41.920609,-87.75531,33187.1
-9.1019945,0.475054,3601.0,Q4_Very_High,2023-08-19,60639,41.920609,-87.75531,33210.3
-8.880196,0.26303193,3602.0,Q4_Very_High,2023-08-26,60639,41.920609,-87.75531,33251.2
-8.898154,0.27625233,3603.0,Q4_Very_High,2023-09-02,60639,41.920609,-87.75531,33297.6
-8.880478,0.26294652,3604.0,Q4_Very_High,2023-09-09,60639,41.920609,-87.75531,33339.6
12.7569275,-2.598772,3605.0,Q4_Very_High,2023-09-16,60639,41.920609,-87.75531,33368.3
-7.530913,1.2652656,3606.0,Q4_Very_High,2023-10-21,60639,41.920609,-87.75531,33486.5
-7.519979,1.1583258,3607.0,Q4_Very_High,2023-10-28,60639,41.920609,-87.75531,33521.9
-7.5248795,1.2094549,3608.0,Q4_Very_High,2023-11-04,60639,41.920609,-87.75531,33545.1
-7.5173993,1.1683027,3609.0,Q4_Very_High,2023-11-11,60639,41.920609,-87.75531,33582.6
-7.5205503,1.1516863,3610.0,Q4_Very_High,2023-11-18,60639,41.920609,-87.75531,33632.4
-7.522069,1.1284673,3611.0,Q4_Very_High,2023-11-25,60639,41.920609,-87.75531,33689.8
-7.539795,1.2856784,3612.0,Q4_Very_High,2023-12-02,60639,41.920609,-87.75531,33752.8
-7.522317,1.1482322,3613.0,Q4_Very_High,2023-12-09,60639,41.920609,-87.75531,33814.6
-7.538333,1.2676599,3614.0,Q4_Very_High,2023-12-16,60639,41.920609,-87.75531,33880.9
-7.526132,1.1918076,3615.0,Q4_Very_High,2023-12-23,60639,41.920609,-87.75531,33969.3
-7.524177,1.1151195,3616.0,Q4_Very_High,2023-12-30,60639,41.920609,-87.75531,34042.2
-7.5225406,1.1239057,3617.0,Q4_Very_High,2024-03-09,60639,41.920609,-87.75531,34363.7
-0.6382536,6.45696,3618.0,Q3_High,2024-03-09,60643,41.700445,-87.662381,29197.9
-0.63889766,6.453847,3619.0,Q4_Very_High,2024-03-09,60641,41.946682,-87.746791,32528.9
-0.64807,6.4627404,3620.0,Q2_Medium,2023-07-01,60612,41.88004,-87.687011,31013.4
-0.37936366,6.306273,3622.0,Q2_Medium,2021-05-08,60649,41.762202,-87.571522,7646.0
-0.51083887,6.367451,3623.0,Q2_Medium,2021-05-15,60649,41.762202,-87.571522,7769.9
-5.764981,-5.99036,3624.0,Q3_High,2024-03-09,60645,42.008927,-87.695049,32211.1
19.235165,7.328575,3625.0,Q3_High,2023-05-27,60643,41.700445,-87.662381,27305.0
-11.197627,4.764672,3626.0,Q2_Medium,2023-07-08,60612,41.88004,-87.687011,31019.2
-8.879817,0.26565218,3627.0,Q2_Medium,2023-07-15,60612,41.88004,-87.687011,31039.6
-8.876899,0.25878912,3628.0,Q2_Medium,2023-07-22,60612,41.88004,-87.687011,31068.8
-8.86255,0.24973688,3629.0,Q2_Medium,2023-07-29,60612,41.88004,-87.687011,31103.7
7.2514596,-2.242548,3684.0,Q2_Medium,2023-05-13,60615,41.801993,-87.602725,23997.3
-11.186882,4.774963,3685.0,Q2_Medium,2023-05-27,60615,41.801993,-87.602725,24038.2
-11.187366,4.775352,3686.0,Q2_Medium,2023-06-03,60615,41.801993,-87.602725,24050.2
-11.173557,4.7884583,3687.0,Q2_Medium,2023-06-10,60615,41.801993,-87.602725,24062.3
7.089574,-2.0717993,3688.0,Q2_Medium,2023-06-17,60615,41.801993,-87.602725,24071.9
7.9813824,-3.2732992,3689.0,Q2_Medium,2023-07-01,60615,41.801993,-87.602725,24100.8
-5.7646456,-5.9904175,3690.0,Q2_Medium,2023-04-22,60649,41.762202,-87.571522,23728.9
7.155488,-2.1419528,3691.0,Q2_Medium,2023-08-05,60612,41.88004,-87.687011,31135.8
7.092073,-2.0721147,3692.0,Q2_Medium,2023-08-12,60612,41.88004,-87.687011,31170.8
7.1897717,-2.1758077,3693.0,Q2_Medium,2023-08-19,60612,41.88004,-87.687011,31211.6
7.1397753,-2.1404285,3694.0,Q2_Medium,2023-08-26,60612,41.88004,-87.687011,31258.2
7.0944757,-2.0724638,3695.0,Q2_Medium,2023-09-02,60612,41.88004,-87.687011,31316.5
7.091642,-2.0663939,3696.0,Q2_Medium,2023-09-09,60612,41.88004,-87.687011,31398.1
7.113699,-2.1001022,3697.0,Q2_Medium,2023-09-16,60612,41.88004,-87.687011,31433.1
7.9823594,-3.2741234,3698.0,Q2_Medium,2023-10-14,60612,41.88004,-87.687011,31587.5
7.064139,-2.0508747,3699.0,Q2_Medium,2023-10-21,60612,41.88004,-87.687011,31613.8
7.114242,-2.1053345,3700.0,Q2_Medium,2023-10-28,60612,41.88004,-87.687011,31654.6
7.0958204,-2.0703933,3701.0,Q2_Medium,2023-11-18,60612,41.88004,-87.687011,31800.3
7.9725366,-3.2567995,3702.0,Q2_Medium,2023-11-25,60612,41.88004,-87.687011,31852.8
7.976278,-3.2666233,3703.0,Q3_High,2023-06-17,60613,41.953742,-87.661343,27003.0
7.9749355,-3.2673082,3704.0,Q3_High,2023-07-08,60613,41.953742,-87.661343,27030.9
14.601551,-8.096503,3705.0,Q3_High,2023-07-22,60613,41.953742,-87.661343,27042.9
12.776899,8.709555,3706.0,Q3_High,2023-12-16,60613,41.953742,-87.661343,27960.8
12.787119,8.715443,3707.0,Q3_High,2023-12-23,60613,41.953742,-87.661343,28028.7
-9.270137,3.2245069,3708.0,Q3_High,2023-12-30,60613,41.953742,-87.661343,28074.6
-9.438091,3.0618434,3709.0,Q1_Low,2024-03-09,60655,41.696456,-87.701434,31301.2
10.749348,13.623624,3710.0,Q4_Very_High,2023-12-30,60623,41.850321,-87.717446,30248.1
10.73913,13.628964,3711.0,Q2_Medium,2024-03-09,60653,41.819261,-87.611244,29866.8
-9.439819,3.0610547,3712.0,Q2_Medium,2023-07-08,60615,41.801993,-87.602725,24115.2
-9.465789,3.0343125,3713.0,Q2_Medium,2023-07-15,60615,41.801993,-87.602725,24134.4
-9.442411,3.058356,3714.0,Q2_Medium,2023-07-22,60615,41.801993,-87.602725,24158.5
-9.439334,3.0613983,3715.0,Q2_Medium,2023-07-29,60615,41.801993,-87.602725,24180.2
-9.420441,3.079592,3716.0,Q2_Medium,2023-08-05,60615,41.801993,-87.602725,24211.4
-9.416705,3.0835917,3717.0,Q2_Medium,2023-08-19,60615,41.801993,-87.602725,24300.5
-9.353602,3.1452658,3718.0,Q2_Medium,2023-08-26,60615,41.801993,-87.602725,24365.4
-9.432698,3.0691428,3719.0,Q2_Medium,2023-09-02,60615,41.801993,-87.602725,24406.3
-9.436951,3.065813,3720.0,Q2_Medium,2023-08-26,60653,41.819261,-87.611244,28409.2
8.9730215,20.284204,3721.0,Q2_Medium,2023-09-09,60653,41.819261,-87.611244,28496.8
8.972627,20.28431,3722.0,Q2_Medium,2024-05-11,60649,41.762202,-87.571522,25512.8
8.972813,20.284302,3723.0,Q2_Medium,2024-05-11,60653,41.819261,-87.611244,30013.8
8.9723625,20.284468,3724.0,Q3_High,2024-03-23,60643,41.700445,-87.662381,29254.1
9.602833,4.8694773,3725.0,Q2_Medium,2024-03-23,60649,41.762202,-87.571522,25432.4
10.268971,17.734291,3726.0,Q2_Medium,2022-03-26,60653,41.819261,-87.611244,19564.0
-5.145667,18.206097,3727.0,Q2_Medium,2022-04-02,60653,41.819261,-87.611244,19604.7
15.503293,15.470143,3728.0,Q2_Medium,2022-04-09,60653,41.819261,-87.611244,19695.4
-9.92724,10.348878,3729.0,Q2_Medium,2022-04-16,60653,41.819261,-87.611244,19792.3
-5.7647314,-5.9904923,3730.0,Q2_Medium,2022-04-23,60653,41.819261,-87.611244,19923.7
-10.308483,12.428299,3731.0,Q2_Medium,2022-04-30,60653,41.819261,-87.611244,20095.7
8.3207445,18.244183,3732.0,Q2_Medium,2022-05-07,60653,41.819261,-87.611244,20324.0
-2.9491608,-3.92783,3733.0,Q2_Medium,2022-05-14,60653,41.819261,-87.611244,20593.0
-12.269439,6.261297,3734.0,Q3_High,2024-03-09,60644,41.881113,-87.756863,28659.5
12.462071,18.862349,3735.0,Q3_High,2024-03-23,60644,41.881113,-87.756863,28695.1
17.70598,11.252458,3736.0,Q3_High,2024-02-03,60643,41.700445,-87.662381,29003.4
-8.20703,14.153204,3737.0,Q3_High,2024-02-10,60643,41.700445,-87.662381,29037.5
21.02466,1.663454,3738.0,Q3_High,2024-02-17,60643,41.700445,-87.662381,29079.6
-9.373572,-2.8272812,3739.0,Q3_High,2024-02-24,60643,41.700445,-87.662381,29121.7
-9.414211,3.0856726,3740.0,Q2_Medium,2023-09-09,60615,41.801993,-87.602725,24452.0
19.631865,1.8558327,3741.0,Q2_Medium,2023-09-16,60615,41.801993,-87.602725,24502.6
-8.279645,4.5646935,3742.0,Q2_Medium,2023-09-23,60615,41.801993,-87.602725,24543.5
-6.9368834,-8.601192,3743.0,Q2_Medium,2023-10-07,60615,41.801993,-87.602725,24627.7
-10.002688,4.992677,3744.0,Q2_Medium,2023-10-14,60615,41.801993,-87.602725,24659.0
-9.275801,12.369699,3745.0,Q3_High,2024-05-11,60645,42.008927,-87.695049,32355.7
18.09695,7.0079994,3746.0,Q3_High,2022-09-24,60616,41.844869,-87.629531,20492.4
19.30398,-1.3746148,3747.0,Q3_High,2022-10-01,60616,41.844869,-87.629531,20567.7
-11.052623,8.688133,3748.0,Q3_High,2022-10-08,60616,41.844869,-87.629531,20646.7
14.180874,16.36001,3749.0,Q3_High,2022-10-15,60616,41.844869,-87.629531,20721.9
17.497171,-3.4072645,3750.0,Q3_High,2022-10-22,60616,41.844869,-87.629531,20799.1
10.586882,-9.856162,3751.0,Q3_High,2022-10-29,60616,41.844869,-87.629531,20883.5
14.607981,-8.092779,3752.0,Q3_High,2022-11-05,60616,41.844869,-87.629531,20966.1
12.827649,15.906237,3753.0,Q3_High,2023-03-18,60616,41.844869,-87.629531,22550.7
19.030266,11.48065,3754.0,Q3_High,2023-03-25,60616,41.844869,-87.629531,22598.4
6.0345445,18.01756,3755.0,Q3_High,2023-04-08,60616,41.844869,-87.629531,22681.0
0.92868006,-11.714107,3756.0,Q3_High,2023-04-22,60616,41.844869,-87.629531,22747.1
8.643787,17.31864,3757.0,Q3_High,2023-04-29,60616,41.844869,-87.629531,22791.2
16.245861,-4.200462,3758.0,Q3_High,2023-05-06,60616,41.844869,-87.629531,22815.1
16.530323,7.6993384,3759.0,Q3_High,2023-05-13,60616,41.844869,-87.629531,22835.3
7.3082247,-10.299611,3760.0,Q3_High,2023-01-14,60616,41.844869,-87.629531,21961.3
-11.197582,4.764723,3761.0,Q3_High,2023-05-20,60616,41.844869,-87.629531,22853.6
-8.026986,-3.750528,3762.0,Q3_High,2023-06-03,60616,41.844869,-87.629531,22881.2
6.9043446,16.580423,3763.0,Q3_High,2023-06-10,60616,41.844869,-87.629531,22888.5
-5.1437864,-7.4798985,3764.0,Q3_High,2023-06-24,60616,41.844869,-87.629531,22903.2
-2.8590307,-1.3210169,3765.0,Q3_High,2023-07-01,60616,41.844869,-87.629531,22908.7
-2.859349,-1.3236284,3766.0,Q3_High,2023-07-08,60616,41.844869,-87.629531,22910.5
-2.853505,-1.3126099,3767.0,Q3_High,2023-07-15,60616,41.844869,-87.629531,22923.4
-2.8302052,-1.3340477,3768.0,Q3_High,2023-07-22,60616,41.844869,-87.629531,22943.6
-2.8636386,-1.2904278,3769.0,Q3_High,2023-07-29,60616,41.844869,-87.629531,22954.6
-2.8677,-1.2862821,3770.0,Q2_Medium,2024-01-13,60653,41.819261,-87.611244,29569.6
-2.8678303,-1.2833939,3771.0,Q2_Medium,2024-01-20,60653,41.819261,-87.611244,29597.8
-2.8525288,-1.3222741,3772.0,Q2_Medium,2024-02-03,60653,41.819261,-87.611244,29707.2
-2.8544223,-1.3091191,3773.0,Q3_High,2023-08-05,60616,41.844869,-87.629531,22969.3
-2.8499494,-1.3151488,3774.0,Q3_High,2023-01-28,60616,41.844869,-87.629531,22093.5
11.353628,-7.961014,3775.0,Q1_Low,2024-03-23,60655,41.696456,-87.701434,31342.9
11.355612,-7.960454,3776.0,Q3_High,2023-10-21,60616,41.844869,-87.629531,23340.2
9.778849,-7.9875793,3777.0,Q3_High,2023-10-28,60616,41.844869,-87.629531,23384.3
9.770599,-7.9811044,3778.0,Q3_High,2023-11-11,60616,41.844869,-87.629531,23448.5
9.771583,-7.9791756,3779.0,Q3_High,2023-11-18,60616,41.844869,-87.629531,23485.2
9.771991,-7.979317,3780.0,Q3_High,2023-11-25,60616,41.844869,-87.629531,23545.8
9.768867,-7.977213,3781.0,Q3_High,2023-12-02,60616,41.844869,-87.629531,23599.1
9.771899,-7.9806266,3782.0,Q3_High,2023-12-09,60616,41.844869,-87.629531,23657.8
9.7691345,-7.9762254,3783.0,Q3_High,2023-02-04,60616,41.844869,-87.629531,22163.3
9.770295,-7.9774976,3784.0,Q3_High,2023-12-16,60616,41.844869,-87.629531,23709.2
-6.190245,0.39808905,3785.0,Q3_High,2023-12-23,60616,41.844869,-87.629531,23762.5
-6.178589,0.40953162,3786.0,Q3_High,2023-12-30,60616,41.844869,-87.629531,23824.9
-6.1623755,0.43259218,3787.0,Q3_High,2023-02-11,60616,41.844869,-87.629531,22223.9
-6.108914,0.49503908,3788.0,Q3_High,2023-02-18,60616,41.844869,-87.629531,22308.3
-5.982704,0.6703044,3789.0,Q3_High,2023-02-25,60616,41.844869,-87.629531,22392.8
-6.098283,0.5173769,3790.0,Q3_High,2024-04-20,60616,41.844869,-87.629531,24153.6
-6.092284,0.52464116,3791.0,Q4_Very_High,2023-05-06,60617,41.721257,-87.556897,24809.2
-6.090298,0.5280049,3792.0,Q4_Very_High,2023-05-13,60617,41.721257,-87.556897,24841.9
-5.9349556,0.72436285,3793.0,Q4_Very_High,2023-06-24,60617,41.721257,-87.556897,24904.9
-5.950175,0.70945954,3794.0,Q4_Very_High,2023-08-12,60617,41.721257,-87.556897,24993.3
-5.9213986,0.74401975,3795.0,Q2_Medium,2023-11-25,60659,41.990803,-87.703266,30354.5
-5.955002,0.7047004,3796.0,Q2_Medium,2023-12-02,60659,41.990803,-87.703266,30439.8
-5.9539676,0.70660955,3797.0,Q4_Very_High,2023-08-19,60617,41.721257,-87.556897,25021.2
-5.9554033,0.7045265,3798.0,Q4_Very_High,2023-08-26,60617,41.721257,-87.556897,25051.5
-5.922712,0.73674357,3799.0,Q4_Very_High,2023-09-02,60617,41.721257,-87.556897,25092.7
-6.2395353,0.3316568,3800.0,Q4_Very_High,2023-09-09,60617,41.721257,-87.556897,25132.7
5.2080207,14.656798,3801.0,Q4_Very_High,2023-09-23,60617,41.721257,-87.556897,25186.0
5.206282,14.656115,3802.0,Q4_Very_High,2023-09-30,60617,41.721257,-87.556897,25211.4
-5.881565,0.7888676,3803.0,Q4_Very_High,2023-10-07,60617,41.721257,-87.556897,25228.4
5.2015986,14.651429,3804.0,Q4_Very_High,2023-10-14,60617,41.721257,-87.556897,25253.8
5.2011023,14.657557,3805.0,Q4_Very_High,2023-10-21,60617,41.721257,-87.556897,25284.1
-6.2306404,0.341299,3806.0,Q2_Medium,2024-03-09,60660,41.991062,-87.666362,27427.0
-5.915604,0.74497634,3807.0,Q2_Medium,2024-03-16,60660,41.991062,-87.666362,27461.7
-5.941904,0.71983594,3808.0,Q2_Medium,2024-03-23,60660,41.991062,-87.666362,27473.3
-5.933858,0.7293619,3809.0,Q2_Medium,2024-02-24,60660,41.991062,-87.666362,27366.9
5.205996,14.654849,3810.0,Q4_Very_High,2021-09-25,60625,41.971155,-87.701816,10437.5
-5.9198604,0.74467844,3811.0,Q2_Medium,2024-03-16,60631,41.995019,-87.813371,35924.0
5.2053957,14.656665,3812.0,Q1_Low,2024-03-16,60601,41.886262,-87.622844,39618.4
5.2073393,14.656934,3813.0,Q3_High,2024-03-16,60630,41.971261,-87.759611,31168.0
-6.225397,0.34600228,3814.0,Q1_Low,2024-03-16,60602,41.883136,-87.628309,40836.0
-6.216614,0.3604825,3815.0,Q1_Low,2024-03-16,60655,41.696456,-87.701434,31329.0
-6.205789,0.37431362,3816.0,Q1_Low,2024-03-16,60604,41.878153,-87.629029,64450.1
-6.2081122,0.37046927,3817.0,Q1_Low,2024-03-16,60656,41.974566,-87.817934,33191.9
12.459779,18.8588,3818.0,Q3_High,2023-04-29,60619,41.744737,-87.60569,24728.2
12.465953,18.868153,3819.0,Q1_Low,2024-03-16,60661,41.882786,-87.644283,32178.1
8.368301,-1.1318734,3820.0,Q3_High,2024-03-16,60626,42.009469,-87.669834,29519.4
8.386926,-1.1361514,3821.0,Q4_Very_High,2024-03-16,60640,41.971888,-87.662232,27190.7
8.493281,-1.2331439,3822.0,Q1_Low,2024-03-16,60654,41.892485,-87.636354,32730.6
8.477036,-1.2203149,3823.0,Q4_Very_High,2024-03-16,60614,41.922605,-87.652064,28378.3
8.5441265,-1.2750721,3824.0,Q2_Medium,2024-03-16,60615,41.801993,-87.602725,25597.3
8.499238,-1.2376952,3825.0,Q4_Very_High,2023-10-28,60617,41.721257,-87.556897,25307.1
8.4526615,-1.1937402,3826.0,Q4_Very_High,2024-03-16,60639,41.920609,-87.75531,34377.0
8.498229,-1.2383269,3827.0,Q1_Low,2024-03-16,60605,41.867824,-87.623449,29143.5
8.517068,-1.2537385,3828.0,Q1_Low,2024-03-16,60827,41.650765,-87.633087,4615.6
8.547318,-1.2756139,3829.0,Q2_Medium,2024-03-16,60607,41.876104,-87.652727,32678.9
8.522389,-1.2598665,3830.0,Q1_Low,2024-03-16,60642,41.899935,-87.657821,28993.6
